Rank,Player,POS,Team,AVG,Expert,Sleeper,ESPN,Yahoo,Underdog,CBS,FFPC
,Adam Thielen,WR732,,1179.7,,1648,723,,1168,,
,Antoine Green,WR733,,1180.3,,1716,873,,952,,
,Marcell Ateman,WR734,,1181.0,,,,,1181,,
,Kalel Mullings,RB428,TEN,1181.8,,2020,978,764,965,,
,Bennie Fowler,WR735,,1182.0,,1182,,,,,
,Darion Clark,TE367,,1183.0,,1183,,,,,
,Jacardia Wright,RB429,SEA,1183.7,,1797,1014,740,,,
,Jerome Kapp,WR736,,1184.0,,1184,,,,,
,Seth DeValve,TE368,,1185.0,,1185,,,,,
,Andy Isabella,WR737,,1186.0,,996,,,1376,,
,Izaiah Gathings,TE369,,1186.0,,1243,,,1129,,
,Bryce Williams,TE370,,1187.0,,1187,,,,,
,Zach Horton,TE371,,1187.3,,2044,1013,505,,,
,DeShon Williams,TE372,,1188.0,,1188,,,,,
,Rashod Owens,WR738,,1189.0,,985,,,1393,,
,Brandon Bolden,RB430,,1189.5,,1174,,,1205,,
,Ja'Seem Reed,WR739,CAR,1189.5,,1786,,593,,,
,Mason Fairchild,TE373,,1190.0,,1069,,,1311,,
,Vance McDonald,TE374,,1190.0,,1190,,,,,
,Ian Bunting,TE375,,1191.0,,1191,,,,,
,Kyle Trask,QB192,,1191.3,,1729,785,994,1257,,
,Malik Flowers,WR740,,1193.0,,1109,,,1277,,
,Rodrigo Blankenship,K77,,1193.0,,1193,,,,,
,Thomas Hennigan,WR741,,1194.0,,1194,,,,,
,Joshua Kelley,RB431,,1195.7,,2173,750,,664,,
,Jaivon Heiligh,WR742,,1196.0,,1196,,,,,
,Tommy Mellott,QB193,,1196.3,,2097,977,,515,,
,Cade Peterson,QB194,,1198.0,,1198,,,,,
,Jason Bean,QB195,,1198.5,,1543,,,854,,
,Greg Zuerlein,K78,,1198.5,,1671,726,,,,
,Kendall Milton,RB432,CIN,1198.5,,1971,961,752,1110,,
,Sam Ficken,K79,,1199.0,,1199,,,,,
,Colby Suits,QB196,,1200.0,,1200,,,,,
,Isaiah Wooden,WR743,,1200.7,,1494,,682,1426,,
,Collin Schlee,QB197,,1201.0,,1201,,,,,
,Chris Evans,RB433,,1201.5,,1527,,,876,,
,Travis Homer,RB434,PIT,1201.5,,2121,669,1007,1009,,
,Chris Freeman,K80,,1204.0,,1546,,862,,,
,Jesse James,TE376,,1207.0,,1205,,,1209,,
,Larry Rountree,RB435,,1209.5,,1248,,,1171,,
,Damion Willis,WR744,,1210.0,,1210,,,,,
,La'Mical Perine,RB436,,1210.5,,1140,,,1281,,
,DeAndre Washington,RB437,,1211.0,,1604,,,818,,
,Miles Boykin,WR745,,1211.0,,,,,1211,,
,Sam Hartman,QB198,WAS,1214.3,,1529,,957,1157,,
,Isaiah Spiller,RB438,,1215.0,,,,,1215,,
,Eric Ebron,TE377,PIT,1215.5,,1319,,,1112,,
,Jake Rudock,QB199,,1216.0,,1216,,,,,
,Bud Sasser,WR746,,1218.0,,1218,,,,,
,John Samuel Shenker,TE378,,1218.0,,1487,970,,1197,,
,Ra'Shaun Henry,WR747,,1218.5,,1048,,,1389,,
,Connor Bazelak,QB200,,1218.5,,1434,,1003,,,
,Xavier Turner,RB439,,1219.0,,1219,,,,,
,Matt Breida,RB440,,1219.0,,1357,,,1081,,
,Eldridge Massington,WR748,NO,1220.0,,1220,,,,,
,Steven Wroblewski,TE379,,1221.0,,1221,,,,,
,Cole Beasley,WR749,,1221.0,,,,,1221,,
,Blaine Gabbert,QB201,,1222.0,,,,,1222,,
,Mike Davis,RB441,,1223.0,,1223,,,,,
,Jeff Smith,WR750,,1224.5,,1582,,,867,,
,Ian Book,QB202,,1224.5,,1790,,,659,,
,Dalen Cambre,WR751,NYG,1224.8,,1959,1003,655,1282,,
,Aaron Dykes,RB442,,1225.0,,1225,,,,,
,Frank Darby,WR752,,1225.0,,,,,1225,,
,Devin Leary,QB203,,1225.3,,1801,932,,943,,
,Justyn Ross,WR753,,1226.3,,1812,831,,1036,,
,Dylan Soehner,TE380,,1227.0,,1227,,,,,
,Cam Miller,QB204,,1228.3,,1615,981,999,1318,,
,Jack Plummer,QB205,,1228.5,,1531,,,926,,
,Henry Poggi,RB443,,1229.0,,1229,,,,,
,Seth Williams,WR754,,1230.5,,1433,,,1028,,
,Wes Hills,RB444,,1232.0,,1232,,,,,
,Terique Owens,WR755,,1232.0,,,,,1232,,
,Kairee Robinson,RB445,,1233.0,,1233,,,,,
,Hassan Hall,RB446,,1233.5,,1741,,,726,,
,Zakhari Franklin,WR756,,1233.5,,1874,,,593,,
,Blake Proehl,WR757,,1235.0,,1235,,,,,
,Tyler Eifert,TE381,,1237.0,,1237,,,,,
,Justin Jackson,RB447,,1238.0,,1238,,,,,
,Cornell Powell,WR758,,1238.0,,1690,,595,1429,,
,Taylor Grimes,WR759,,1239.0,,1239,,,,,
,Jalin Conyers,TE382,,1239.3,,1955,,522,1241,,
,Trey Quinn,WR760,,1239.5,,1300,,,1179,,
,Isaiah Winstead,WR761,,1239.7,,1845,,631,1243,,
,DeVonte Dedmon,WR762,,1240.0,,1240,,,,,
,Jacob Harris,WR763,,1240.0,,,,,1240,,
,Stevie Scott,RB448,,1241.0,,1241,,,,,
,Harrison Wallace III,WR764,,1242.3,,1990,,632,1105,,
,Elijah Mitchell,RB449,,1244.5,,2069,787,788,1334,,
,Nate Wieting,TE383,,1245.0,,1245,,,,,
,Lance Mason,TE384,,1245.0,,1942,,457,1336,,
,Eric Rivers,WR765,TB,1246.3,,2123,,671,945,,
,Justin Sinz,TE385,,1247.0,,1247,,,,,
,M.J. McFarland,TE386,,1249.0,,1249,,,,,
,Michael Colubiale,TE387,,1250.0,,1250,,,,,
,Alex Bachman,WR766,LAR,1252.8,,1682,955,934,1440,,
,Barrett Burns,TE388,BAL,1253.0,,1253,,,,,
,Boston Scott,RB450,,1254.5,,1893,,,616,,
,Warren Jackson,WR767,,1255.0,,1255,,,,,
,Justin Johnson,TE389,,1255.5,,1652,,,859,,
,Jimmy Garoppolo,QB206,,1255.5,,1947,720,1027,1328,,
,Colin Thompson,TE390,,1256.0,,1256,,,,,
,Myles Gaskin,RB451,,1256.7,,2042,673,,1055,,
,Anthony Jones,RB452,,1257.0,,1257,,,,,
,Brevin Easton,WR768,,1258.0,,,,,1258,,
,Giles Jackson,WR769,,1259.5,,1832,,,687,,
,Hayden Hatten,WR770,,1260.0,,1211,,,1309,,
,Jason Moore,WR771,,1260.0,,1260,,,,,
,Marquise Williams,QB207,,1261.0,,1261,,,,,
,Sam Sloman,K81,,1262.0,,1262,,,,,
,Silas Bolden,WR772,,1262.0,,,,,1262,,
,Lynn Bowden,WR773,,1262.5,,1414,,,1111,,
,Sione Houma,RB453,,1263.0,,1263,,,,,
,Donte Moncrief,WR774,,1265.0,,1265,,,,,
,Garrett Dickerson,TE391,,1266.0,,1266,,,,,
,Zimari Manning,WR775,,1267.0,,1267,,,,,
,Kole Taylor,TE392,,1267.5,,1501,,,1034,,
,Tre' McKitty,TE393,,1268.3,,2122,,492,1191,,
,Velus Jones,WR776,SEA,1269.3,,2088,809,911,,,
,Lee Smith,TE394,ATL,1269.5,,1698,,,841,,
,James Washington,WR777,,1269.5,,1882,,,657,,
,Kevin Harris,RB454,,1270.5,,1863,,,678,,
,Josh Caldwell,RB455,,1271.0,,1271,,,,,
,Erik Krommenhoek,TE395,,1271.0,,1497,,,1045,,
,Alex McGough,QB208,,1271.5,,1571,,,972,,
,Laith Marjan,K82,,1271.5,,1687,,856,,,
,Chandler Cox,RB456,,1272.0,,1272,,,,,
,Miller Forristall,TE396,,1272.5,,1322,,,1223,,
,Hajj-Malik Williams,QB209,,1273.0,,1273,,,,,
,Alex Wesley,WR778,,1274.0,,1274,,,,,
,De'Chavon Hayes,RB457,,1275.0,,1275,,,,,
,Ross Travis,TE397,,1276.0,,1276,,,,,
,Tony Poljan,TE398,,1277.0,,1277,,,,,
,Nate Noel,RB458,,1278.0,,,,,1278,,
,Ryan Succop,K83,,1279.0,,1279,,,,,
,Chris Coleman,WR779,,1280.0,,1280,,,,,
,Ronnie Brown,RB459,,1281.0,,1281,,,,,
,Amari Rodgers,WR780,,1283.0,,1150,,,1416,,
,Jason Cabinda,RB460,,1284.0,,1606,,,962,,
,Kadarius Toney,WR781,,1284.0,,1938,782,,1132,,
,Dominique Dafney,TE399,,1285.5,,1371,,,1200,,
,Sam Rogers,RB461,,1286.0,,1286,,,,,
,Kevin Foelsch,TE400,,1287.0,,1287,,,,,
,Isaiah Ford,WR782,,1288.0,,,,,1288,,
,Malcolm Epps,TE401,,1291.0,,1291,,,,,
,Jha'Quan Jackson,WR783,,1291.3,,1992,925,810,1438,,
,Matt Bushman,TE402,,1291.5,,1417,,,1166,,
,Will Ratelle,RB462,,1292.0,,1292,,,,,
,Lucas Scott,RB463,,1292.5,,1850,,735,,,
,Braxton Burmeister,WR784,,1295.0,,1295,,,,,
,Javon Baker,WR785,,1295.3,,1603,916,,1367,,
,Cam Worthy,WR786,,1297.0,,1297,,,,,
,Jack Doyle,TE403,IND,1297.0,,,,,1297,,
,Dustin Hopkins,K84,,1297.5,,1870,725,,,,
,Devine Ozigbo,RB464,,1298.5,,1901,,,696,,
,Tim Flanders,RB465,,1299.0,,1299,,,,,
,Christian Blake,WR787,,1302.0,,1302,,,,,
,Dresser Winn,QB210,,1302.0,,1450,,,1154,,
,Mason Shipley,K85,,1303.5,,1754,,853,,,
,Jibri Blount,TE404,,1304.0,,1304,,,,,
,Trevon Bradford,WR788,,1305.0,,1305,,,,,
,Austin Stogner,TE405,,1305.0,,1731,,,879,,
,Josh Pederson,TE406,,1306.0,,1171,,,1441,,
,Anders Carlson,K86,,1306.5,,1757,856,,,,
,Damien Williams,RB466,,1308.0,,,,,1308,,
,Abram Smith,RB467,,1310.0,,1736,,,884,,
,Jordan Wilkins,RB468,,1310.0,,,,,1310,,
,Daniel Arias,WR789,,1310.5,,1773,,,848,,
,Terry Godwin,WR790,,1311.0,,1311,,,,,
,Braydon Johnson,WR791,,1312.0,,1312,,,,,
,Kahlil Lewis,WR792,,1314.0,,1314,,,,,
,Taywan Taylor,WR793,,1315.0,,1315,,,,,
,Jeff Cotton,WR794,,1318.0,,1318,,,,,
,Amar Johnson,RB469,LAC,1318.7,,2201,1011,744,,,
,Osirus Mitchell,WR795,,1320.0,,1320,,,,,
,Chris Carson,RB470,,1320.5,,1936,,,705,,
,Jeremy Moussa,QB211,,1321.0,,1321,,,,,
,E.J. Perry,QB212,,1321.0,,,,,1321,,
,Kendall Blanton,TE407,,1323.0,,2048,,,598,,
,Nick Ralston,RB471,,1324.0,,1324,,,,,
,Dorian Singer,WR796,,1326.0,,,,,1326,,
,Jalen Morton,QB213,IND,1327.0,,1327,,,,,
,Jonathan Adams,WR797,,1328.0,,1328,,,,,
,Mohamed Ibrahim,RB472,,1329.3,,2150,884,,954,,
,Diontae Johnson,WR798,,1329.3,,2222,678,,1088,,
,Lenny Krieg,K87,GB,1329.5,,1807,,852,,,
,Neil Pau'u,WR799,,1335.0,,1335,,,,,
,Matt Sokol,TE408,,1335.0,,,,,1335,,
,Johnny Stanton,RB473,,1336.0,,1336,,,,,
,Blayne Taylor,WR800,,1337.0,,1337,,,,,
,Ethan Fernea,WR801,,1338.0,,,,,1338,,
,Derrick Willies,WR802,,1342.0,,1342,,,,,
,Luis Perez,QB214,,1342.5,,2049,,,636,,
,Joel Honigford,TE409,,1343.0,,1343,,,,,
,Aaron Fuller,WR803,,1344.0,,1344,,,,,
,Bug Howard,TE410,,1345.0,,1345,,,,,
,Dez Fitzpatrick,WR804,,1345.7,,1951,786,,1300,,
,Ed Lee,WR805,,1346.0,,1346,,,,,
,Ify Umodu,WR806,,1348.0,,1348,,,,,
,Jaxon Janke,WR807,,1348.0,,1616,,,1080,,
,Emanuel Hall,WR808,,1349.0,,1349,,,,,
,Gunnar Watson,QB215,,1350.0,,1350,,,,,
,Tyrion Davis-Price,RB474,,1350.0,,2138,815,,1097,,
,Da'Mari Scott,WR809,,1351.0,,1351,,,,,
,Jared Dangerfield,WR810,,1352.0,,1352,,,,,
,Kody Case,WR811,,1353.0,,1353,,,,,
,Braylon Sanders,WR812,,1353.0,,,,,1353,,
,Christopher Dunn,K88,,1353.5,,1848,859,,,,
,Krishawn Hogan,WR813,,1354.0,,1354,,,,,
,Luke Stocker,TE411,,1356.0,,,,,1356,,
,Rashaad Penny,RB475,,1357.5,,1278,,,1437,,
,Nick Easley,WR814,,1359.0,,1359,,,,,
,Branden Mack,WR815,,1360.0,,1360,,,,,
,C.J. Germany,WR816,,1361.0,,1361,,,,,
,Duece Watts,WR817,,1361.5,,2113,,,610,,
,Moritz Bohringer,TE412,,1362.0,,1362,,,,,
,Ty Fryfogle,WR818,,1363.0,,1363,,,,,
,Paul Geelen,K89,,1363.0,,1866,,860,,,
,Ian Wheeler,RB476,,1363.0,,1970,,756,,,
,Nathan Peterman,QB216,,1363.0,,2086,,1001,1002,,
,Jacob Sirmon,QB217,,1364.0,,1364,,,,,
,Garrett Greene,QB218,TB,1364.0,,2061,,667,,,
,Lake McRee,TE413,PIT,1365.0,,2221,,501,1373,,
,Cade Johnson,WR819,,1366.5,,1463,,,1270,,
,Keshawn Hill,RB477,,1368.0,,1368,,,,,
,Oliver Martin,WR820,,1369.0,,1369,,,,,
,B.T. Potter,K90,,1369.0,,1871,,867,,,
,James McCourt,K91,,1370.0,,1370,,,,,
,Kirk Merritt,WR821,,1371.0,,2219,,,523,,
,Logan Thomas,TE414,,1371.0,,,,,1371,,
,Cam Sutton,TE415,,1373.0,,1373,,,,,
,Khari Blasingame,RB478,,1373.7,,1958,736,,1427,,
,Charles Scarff,TE416,,1374.0,,1374,,,,,
,Mitch Mathews,WR822,,1376.0,,1376,,,,,
,Derek Wright,WR823,,1376.0,,1483,,,1269,,
,Bilal Powell,RB479,,1377.0,,1377,,,,,
,Jamison Crowder,WR824,,1377.3,,2019,712,,1401,,
,Colin Jeter,TE417,,1378.0,,1378,,,,,
,JaQuan Hardy,RB480,,1379.0,,1379,,,,,
,Jacob Eason,QB219,,1381.5,,1826,,,937,,
,Bryant Mitchell,WR825,,1382.0,,1382,,,,,
,Graham Gano,K92,,1382.0,,2034,730,,,,
,Travis Toivonen,WR826,,1383.0,,1383,,,,,
,Andrew Peasley,QB220,,1384.0,,1384,,,,,
,DJ Chark,WR827,,1385.5,,2081,690,,,,
,Riley Neal,QB221,,1386.0,,1386,,,,,
,Nathan Carter,RB481,KC,1386.0,,2192,,,580,,
,Cole Murphy,K93,,1387.0,,1387,,,,,
,Romello Brinson,WR828,,1388.0,,2146,,630,,,
,Rashard Higgins,WR829,,1389.5,,1829,,,950,,
,Dakota Caton,WR830,,1390.0,,1390,,,,,
,Sean Riley,WR831,,1391.0,,1391,,,,,
,Hunter Dekkers,QB222,,1391.5,,1828,,955,,,
,Wayne Taulapapa,RB482,,1392.0,,1392,,,,,
,Taylor Elgersma,QB223,,1392.5,,1946,,,839,,
,Anthony Ratliff-Williams,WR832,,1394.0,,1394,,,,,
,Cole Payton,QB224,,1395.0,,,,,1395,,
,AJ McCarron,QB225,,1396.0,,2215,,,577,,
,Dres Anderson,WR833,,1397.0,,1397,,,,,
,Kobe McCrary,RB483,,1398.0,,1398,,,,,
,Ty'Son Williams,RB484,,1398.0,,,,,1398,,
,Brian Hoyer,QB226,,1398.5,,1894,,,903,,
,Josh Ferguson,RB485,,1399.0,,1399,,,,,
,Jalen Camp,WR834,,1399.0,,1424,,,1374,,
,Kenneth Harper,RB486,,1400.0,,1400,,,,,
,Reggie Brown,TE418,,1401.0,,1401,,,,,
,Brandon Dillon,TE419,,1402.0,,1824,,,980,,
,Ricky Person,RB487,,1403.0,,,,,1403,,
,Reggie Diggs,WR835,,1406.0,,1406,,,,,
,Cody Latimer,WR836,,1406.0,,1464,,,1348,,
,D.J. Williams,RB488,,1406.7,,2010,958,,1252,,
,Scooter Harrington,TE420,,1407.0,,1407,,,,,
,Derrick Gore,RB489,,1408.0,,2068,,,748,,
,Mike Rigerman,TE421,,1409.0,,1409,,,,,
,Riley Sharp,TE422,,1410.0,,1410,,,,,
,Corey Coleman,WR837,,1412.0,,1412,,,,,
,Garrett Celek,TE423,,1413.0,,1413,,,,,
,Tim Cook,RB490,,1415.0,,1415,,,,,
,Tayvion Robinson,WR838,,1416.0,,1908,,,924,,
,Robbie Gould,K94,,1418.0,,1418,,,,,
,Kalen Ballage,RB491,,1418.5,,1593,,,1244,,
,Cary Angeline,TE424,,1419.0,,1419,,,,,
,Tulu Griffin,WR839,,1419.0,,,,,1419,,
,Freddie Stevenson,RB492,,1420.0,,1420,,,,,
,Jacob Copeland,WR840,,1422.0,,,,,1422,,
,Marquez Callaway,WR841,,1422.3,,2198,766,,1303,,
,Darrynton Evans,RB493,,1423.3,,2143,749,,1378,,
,Jaylen Samuels,RB494,,1425.0,,1425,,,,,
,Jeret Smith,WR842,,1426.0,,1426,,,,,
,Trevon Clark,WR843,,1427.0,,1427,,,,,
,Darrell Daniels,TE425,,1427.0,,1542,,,1312,,
,Jared Cook,TE426,,1429.0,,1429,,,,,
,Alex Smith,QB227,,1431.0,,1431,,,,,
,Pooka Williams,RB495,,1431.5,,1455,,,1408,,
,Joe Walker,WR844,,1432.0,,1432,,,,,
,Greg Joseph,K95,,1432.0,,2184,680,,,,
,Keith Kirkwood,WR845,,1436.0,,1449,,,1423,,
,Michael Badgley,K96,,1436.0,,2176,696,,,,
,Monaray Baldwin,WR846,,1436.0,,,,,1436,,
,Mark Vital,TE427,,1437.0,,1437,,,,,
,Anthony Torres,TE428,,1438.0,,1438,,,,,
,Antony Auclair,TE429,,1439.0,,1439,,,,,
,Darius Prince,WR847,,1440.0,,1440,,,,,
,Leonard Fournette,RB496,,1441.5,,1521,,,1362,,
,Trevon Wesco,TE430,,1441.5,,2084,,,799,,
,Jace Sternberger,TE431,,1442.0,,1442,,,,,
,Marlon Mack,RB497,,1444.0,,2082,,,806,,
,Kenji Bahar,QB228,,1446.0,,1446,,,,,
,Trevor Knight,QB229,,1447.0,,1447,,,,,
,Jequez Ezzard,WR848,,1448.0,,1448,,,,,
,D'Eriq King,QB230,,1451.0,,1451,,,,,
,Anthony Boone,QB231,,1453.0,,1453,,,,,
,Darrell Henderson,RB498,,1454.0,,2183,,,725,,
,Aaron Parker,WR849,,1456.0,,1456,,,,,
,Nate Becker,TE432,,1457.0,,1457,,,,,
,Jacob Dolegala,QB232,,1458.0,,1458,,,,,
,Kellen Mond,QB233,,1458.0,,2055,,,861,,
,David Olson,QB234,,1459.0,,1459,,,,,
,Demetris Robertson,WR850,,1460.0,,1460,,,,,
,Aaron Lacombe,WR851,,1462.0,,1462,,,,,
,Donovan Peoples-Jones,WR852,,1462.5,,1596,,,1329,,
,Luke Drzewiecki,K97,,1463.5,,2063,,864,,,
,Sean Mannion,QB235,,1463.5,,2104,,,823,,
,Jerod Evans,QB236,,1466.0,,1466,,,,,
,Caden Davis,K98,,1466.0,,1941,991,,,,
,Matt Schaub,QB237,,1467.0,,1467,,,,,
,Ronald Awatt,RB499,,1468.0,,1468,,,,,
,William Thompson,QB238,,1469.0,,1469,,,,,
,Brett Hundley,QB239,,1470.0,,1470,,,,,
,DeSean Smith,TE433,,1472.0,,1472,,,,,
,Jaray Jenkins,WR853,,1472.5,,1510,,,1435,,
,Levine Toilolo,TE434,NYG,1473.0,,1473,,,,,
,DaMarkus Lodge,WR854,,1474.0,,1474,,,,,
,Jake Fromm,QB240,,1474.0,,1585,,,1363,,
,Taryn Christion,QB241,,1475.0,,1475,,,,,
,Ahmad Fulwood,WR855,,1476.0,,1476,,,,,
,B.J. Emmons,RB500,,1477.0,,1477,,,,,
,Jacob Warren,TE435,,1477.5,,1601,,,1354,,
,Da'Ron Brown,WR856,,1478.0,,1478,,,,,
,Darwin Thompson,RB501,,1479.0,,1479,,,,,
,Jerell Adams,TE436,,1480.0,,1480,,,,,
,Calvin Tyler,RB502,,1482.0,,1482,,,,,
,Mike Harley,WR857,,1483.0,,1922,,,1044,,
,Phillip Andersen,K99,,1484.0,,1484,,,,,
,Nate Sudfeld,QB242,,1484.0,,2187,,,781,,
,Corey Clement,RB503,,1486.5,,2204,,,769,,
,Michael Pratt,QB243,,1488.0,,2119,933,,1412,,
,Moochie Dixon,WR858,,1489.0,,1489,,,,,
,Tre'Quan Smith,WR859,,1490.0,,1532,,,1448,,
,Josh Rosen,QB244,,1492.0,,1492,,,,,
,Curtis Hodges,TE437,,1493.0,,1547,,,1439,,
,Colt McCoy,QB245,,1496.0,,1496,,,,,
,Isaiah McKoy,WR860,,1498.0,,1498,,,,,
,Byron Pringle,WR861,,1498.0,,1624,,,1372,,
,Evan Berry,WR862,,1500.0,,1500,,,,,
,Matthew Trickett,K100,,1502.0,,1502,,,,,
,Tory Carter,RB504,,1503.0,,1503,,,,,
,Jordan Terrell,RB505,,1505.0,,1505,,,,,
,Durron Neal,WR863,,1506.0,,1506,,,,,
,Gerald Holmes,RB506,,1507.0,,1507,,,,,
,Blake Haubeil,K101,,1509.0,,1509,,,,,
,Nick Bawden,RB507,,1511.0,,1511,,,,,
,Brelan Chancellor,WR864,,1512.0,,1512,,,,,
,Nate McCrary,RB508,,1512.0,,2214,,,810,,
,Tyler Hoosman,RB509,,1513.0,,1513,,,,,
,Ben Ellefson,TE438,,1514.0,,1514,,,,,
,Dylan Leonard,TE439,,1515.0,,1515,,,,,
,Parker Houston,TE440,,1516.0,,1516,,,,,
,Tommy Hudson,TE441,,1517.0,,1742,,,1292,,
,Papi White,WR865,,1519.0,,1519,,,,,
,Kenny Lawler,WR866,,1520.0,,1520,,,,,
,Jarvion Franklin,RB510,,1522.0,,1522,,,,,
,Marshaun Coprich,RB511,,1523.0,,1523,,,,,
,Jimmy Williams,WR867,,1525.0,,1525,,,,,
,Michael Dereus,WR868,,1526.0,,1526,,,,,
,Kahale Warring,TE442,,1529.5,,1855,,,1204,,
,Jermaine Kearse,WR869,,1533.0,,1533,,,,,
,Alex Barnes,RB512,,1534.0,,1534,,,,,
,Dante Wright,WR870,,1537.0,,1537,,,,,
,Brayden Narveson,K102,,1537.5,,2129,946,,,,
,DeAndrew White,WR871,,1538.0,,1538,,,,,
,Talik Keaton,WR872,,1539.0,,1539,,,,,
,Deon Cain,WR873,,1539.5,,1977,,,1102,,
,Demetrius Wilson,WR874,,1540.0,,1540,,,,,
,Michael Thomas,WR875,,1542.5,,1991,,,1094,,
,Devon Allen,WR876,,1543.0,,2117,,,969,,
,Johnny King,WR877,,1544.0,,1544,,,,,
,Mik'Quan Deane,TE443,,1545.0,,1545,,,,,
,Cole Beck,WR878,,1549.0,,1549,,,,,
,Derrius Guice,RB513,,1550.0,,1550,,,,,
,Louis Rees-Zammit,RB514,,1551.5,,2168,935,,,,
,Sutton Smith,RB515,,1554.0,,1554,,,,,
,Kyle Philips,WR879,,1554.0,,1740,,,1368,,
,Henry Litwin,WR880,,1555.0,,1555,,,,,
,K.J. Costello,QB246,,1556.0,,1556,,,,,
,Brian Vogler,TE444,,1559.0,,1559,,,,,
,Jordan Thomas,TE445,,1560.0,,1560,,,,,
,Kazmeir Allen,WR881,,1560.0,,1711,,,1409,,
,Austin Watkins,WR882,,1560.5,,1975,,,1146,,
,Malik Henry,WR883,,1561.0,,1561,,,,,
,Christian Wade,RB516,,1561.5,,1993,,,1130,,
,Shawn Poindexter,WR884,,1563.0,,1563,,,,,
,Austin Aune,QB247,,1564.0,,1564,,,,,
,Duke Johnson,RB517,,1565.5,,1737,,,1394,,
,KJ Hill,WR885,LAC,1566.0,,1566,,,,,
,Allen Hurns,WR886,MIA,1567.0,,1567,,,,,
,Randy Bullock,K103,,1568.0,,1568,,,,,
,Tyler Kroft,TE446,,1568.5,,1981,,,1156,,
,Josh Bellamy,WR887,,1569.0,,1569,,,,,
,Daniel Williams,WR888,,1572.0,,1572,,,,,
,Elliott Fry,K104,,1573.0,,1573,,,,,
,Stevo Klotz,TE447,,1573.5,,2096,,,1051,,
,Jimmy Bell,TE448,,1574.0,,1574,,,,,
,Khalil Tate,WR889,,1576.0,,1576,,,,,
,Alex Larson,TE449,,1577.0,,1577,,,,,
,Josh McCown,QB248,,1581.0,,1581,,,,,
,Dillon Stoner,WR890,,1586.0,,1586,,,,,
,Tavonn Salter,WR891,,1588.0,,1588,,,,,
,Jaaron Hayek,WR892,,1590.0,,1590,,,,,
,Jaylen Smith,WR893,,1591.0,,1591,,,,,
,Austin Duke,WR894,,1592.0,,1592,,,,,
,Corey Davis,WR895,,1592.5,,2182,,,1003,,
,Siaosi Mariner,WR896,,1594.0,,1594,,,,,
,Jonathan Kim,K105,,1595.0,,1595,,,,,
,Julian Williams,WR897,,1597.0,,1597,,,,,
,Matthew Eaton,WR898,,1599.0,,1599,,,,,
,Alex Hale,K106,,1600.0,,1600,,,,,
,Johnathon Johnson,WR899,,1602.0,,1602,,,,,
,Logan Woodside,QB249,,1604.5,,1997,,,1212,,
,Aidan Robbins,RB518,,1605.5,,2024,,,1187,,
,Sammy Watkins,WR900,,1606.0,,1851,,,1361,,
,K.J. Maye,WR901,,1607.0,,1607,,,,,
,Malcolm Johnson,RB519,,1608.0,,1608,,,,,
,Blake Jarwin,TE450,,1610.0,,2142,,,1078,,
,Ahmarean Brown,WR902,,1611.0,,1611,,,,,
,Buddy Howell,RB520,,1621.0,,1621,,,,,
,Matthew Slater,WR903,,1621.5,,1897,,,1346,,
,Jadakis Bonds,WR904,,1622.0,,1622,,,,,
,Latavius Murray,RB521,,1622.0,,2058,,,1186,,
,William Fuller,WR905,,1623.0,,1623,,,,,
,Jay Ajayi,RB522,,1625.0,,1625,,,,,
,Jake McGee,TE451,,1627.0,,1627,,,,,
,Jaquarii Roberson,WR906,,1628.0,,1628,,,,,
,Dalton Keene,TE452,,1629.0,,1967,,,1291,,
,Taj McGowan,RB523,,1630.0,,1630,,,,,
,Graham Adomitis,TE453,,1633.0,,1633,,,,,
,Jordan Veasy,WR907,,1634.0,,1634,,,,,
,Ryan Finley,QB250,,1635.0,,1635,,,,,
,David Marvin,K107,,1638.0,,1638,,,,,
,Lincoln Victor,WR908,,1641.0,,1641,,,,,
,Travis Fulgham,WR909,,1643.0,,1643,,,,,
,Garrett Gilbert,QB251,,1644.0,,1644,,,,,
,Tristan Vizcaino,K108,,1645.0,,1645,,,,,
,Robert Griffin,QB252,,1646.0,,1646,,,,,
,Chris Herndon,TE454,,1647.5,,1884,,,1411,,
,Chris Blewitt,K109,,1649.0,,1649,,,,,
,Devlin Hodges,QB253,,1650.0,,1650,,,,,
,Aeneas Dennis,QB254,,1655.0,,1655,,,,,
,Collin Hill,QB255,,1656.0,,1656,,,,,
,Cullen Gillaspia,RB524,,1657.0,,1657,,,,,
,Dillon Mitchell,WR910,,1658.0,,1658,,,,,
,Trent Pennix,TE455,,1658.0,,2147,,,1169,,
,Devin Carter,WR911,,1662.0,,1662,,,,,
,Bronson Rechsteiner,RB525,,1664.0,,1664,,,,,
,Jamire Jordan,WR912,,1665.0,,1665,,,,,
,Jordan Bly,WR913,,1666.0,,1666,,,,,
,Mike Meyer,K110,,1668.0,,1668,,,,,
,Bobby Holly,RB526,,1670.0,,1670,,,,,
,Jelani Baker,WR914,,1673.0,,1673,,,,,
,Alec Holler,TE456,,1675.0,,1675,,,,,
,Alex Armah,RB527,,1675.5,,2148,,,1203,,
,Jake Coker,QB256,,1677.0,,1677,,,,,
,Jjay Mcafee,TE457,,1678.0,,1678,,,,,
,Sean Modster,WR915,,1679.0,,1679,,,,,
,Isaac Nauta,TE458,GB,1680.0,,1680,,,,,
,Julian Allen,RB528,,1683.0,,1683,,,,,
